S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,7108057,17213632:1001,16777343:58146,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,7108057,17213632:1001,16777343:58146,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,7108069,17213632:1001,16777343:58146,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,7108099,17213632:1001,16777343:58146,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,7108110,17213632:1001,16777343:58146,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,7108110,17213632:1001,16777343:58146,65535,0,0,-1,
data in bytes:
		11 7f 00 00 01 e9 03 c0 a8 06 01 22 e3


Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,7108147,17213632:1001,16777343:58146,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,7108147,17213632:1001,16777343:58146,65535,-1,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,7108147,17213632:1001,16777343:58146,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,7108147,17213632:1001,16777343:58146,65535,0,0,2,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,7108147,17213632:1001,16777343:58146,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 38 09 00 00 22 e3 00 00 00 00 00 00
		00 00 77 01 00 ec 97 79 08 ec 97 79 08 80 9a 65
		1e b0 f2 86 00 ae 23 95 01 bc f2


Snd,Nrm,4294967295,    5,ID_CONNECTED_PONG,72,7108178,17213632:1001,16777343:58146,65535,-1,0,-1,
Snd,Nrm,4294967295,    5,Unknown,448,7108178,17213632:1001,16777343:58146,65535,-1,0,0,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,7108195,17213632:1001,16777343:58146,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,7108195,17213632:1001,16777343:58146,65535,0,0,-1,
Rcv,Nrm,    7,    4,Unknown,7672,7108229,17213632:1001,16777343:58146,65535,0,0,-1,
data in bytes:
		53 01 00 00 00 00 00 00 6a 00 61 00 6c 00 6c 00
		65 00 72 00 32 00 30 00 30 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 42 00 31 00 30 00
		6e 00 69 00 43 00 4c 00 33 00 29 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 09 04 01 33
		00 38 00 30 00 32 00 36 00 34 00 34 00 34 00 38
		00 20 00 70 00 2c 00 34 00 33 00 35 00 38 00 33
		00 30 00 37 00 38 00 34 00 20 00 76 00 62 00 79
		00 74 00 65 00 73 00 2e 00 37 00 31 00 20 00 6e
		00 2d 00 75 00 73 00 65 00 2e 00 33 00 36 00 33
		00 39 00 35 00 36 00 34 00 20 00 54 00 4b 00 62
		00 2d 00 70 00 6d 00 65 00 6d 00 2e 00 31 00 30
		00 32 00 33 00 35 00 30 00 34 00 20 00 46 00 4b
		00 62 00 20 00 70 00 6d 00 65 00 6d 00 2e 00 36
		00 39 00 31 00 36 00 33 00 36 00 34 00 20 00 54
		00 4b 00 62 00 20 00 70 00 66 00 69 00 6c 00 65
		00 2e 00 33 00 30 00 33 00 33 00 36 00 30 00 30
		00 20 00 46 00 4b 00 62 00 20 00 70 00 66 00 69
		00 6c 00 65 00 2e 00 32 00 30 00 39 00 37 00 30
		00 32 00 34 00 20 00 54 00 4b 00 62 00 79 00 74
		00 65 00 73 00 20 00 76 00 6d 00 65 00 6d 00 2e
		00 20 00 0a 00 31 00 34 00 36 00 36 00 30 00 34
		00 38 00 20 00 46 00 4b 00 62 00 20 00 76 00 6d
		00 65 00 6d 00 2e 00 50 00 20 00 34 00 30 00 32
		00 32 00 35 00 39 00 39 00 36 00 38 00 20 00 70
		00 2c 00 34 00 34 00 36 00 32 00 33 00 34 00 36
		00 32 00 34 00 20 00 76 00 2e 00 00 00 c8 ef 86
		00 48 f4 86 00 94 f2 86 00 48 f4 86 00 08 f9 36
		01 a3 c1 0e 02 00 00 00 00 00 00 00 01 00 00 00
		00 70 bc 46 3e 04 61 02 35 29 0c 35 01 90 ef 86
		00 8c ef 86 00 00 00 00 00 00 00 00 00 17 00 00
		00 00 00 00 00 00 00 00 00 de 67 2a 0b ae 26 52
		1e b8 7f 77 02 00 00 00 00 17 00 00 00 17 00 00
		00 e0 ef 86 00 e7 0b 35 01 80 26 52 1e ae 26 52
		1e b0 67 2a 0b de 67 2a 0b 40 f0 86 00 2e 00 00
		00 80 f0 86 00 ec 9f be 04 00 00 00 00 b8 7f 77
		02 80 f0 86 00 e9 e0 69 01 b0 67 2a 0b b0 7e 41
		00 4d 00 44 00 20 00 52 00 61 00 64 00 65 00 6f
		00 6e 00 20 00 48 00 44 00 20 00 37 00 35 00 32
		00 30 00 47 00 20 00 28 00 48 00 41 00 4c 00 2d
		00 50 00 55 00 52 00 45 00 20 00 4d 00 54 00 20
		00 48 00 57 00 56 00 50 00 29 00 00 00 b8 7f 77
		02 00 00 00 00 17 00 00 00 17 00 00 00 7c f0 86
		00 e7 0b 35 01 b0 67 2a 0b de 67 2a 0b 80 26 52
		1e ae 26 52 1e 74 f1 86 00 48 f4 86 00 01 00 00
		00 ec 9f be 04 00 00 00 00 b8 7f 77 02 bc f1 86
		00 e9 e0 69 01 b0 67 2a 0b b0 7e 32 01 b0 67 2a
		0b 30 00 00 00 74 f1 86 00 b0 f1 86 00 78 5f 22
		02 ff ff ff ff 53 14 36 01 00 00 00 00 18 98 dd
		04 e8 17 04 00 00 00 00 00 9f f1 86 00 9f f1 86
		00 7f 13 00 00 c8 f0 86 00 18 2d 44 54 fb 21 09
		40 dc f0 86 00 18 98 dd 04 e8 17 04 00 a8 f1 86
		00 94 f1 86 00 28 f1 86 00 6c 20 93 00 00 00 02
		00 00 00 4a 02 00 00 15 00 01 10 14 01 00 00 06
		00 00 00 02 00 00 00 f0 23 00 00 02 00 00 00


Snd,Nrm,4294967295,    8,Unknown,6608,7108446,17213632:1001,16777343:58146,65535,-1,0,1,
Snd,Nrm,    6,    9,Unknown,6608,7108571,17213632:1001,16777343:58146,65535,-1,0,1,
Rcv,Nrm,    8,    5,ID_DISCONNECTION_NOTIFICATION,8,7108723,17213632:1001,16777343:58146,65535,0,0,3,
data in bytes:
		13


