S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,203398033,17213632:1001,16777343:65174,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,203398034,17213632:1001,16777343:65174,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,203398043,17213632:1001,16777343:65174,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,203398075,17213632:1001,16777343:65174,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,203398095,17213632:1001,16777343:65174,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,203398095,17213632:1001,16777343:65174,65535,0,0,-1,
Rcv,Nrm,    3,    1,Unknown,472,203398095,17213632:1001,16777343:65174,65535,0,0,2,
data in bytes:
		11 7f 00 00 01 e9 03 c0 a8 06 01 96 fe


Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,203398126,17213632:1001,16777343:65174,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,203398126,17213632:1001,16777343:65174,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 dc 13 00 00 96 fe 00 00 00 00 00 00
		00 00 77 01 00 44 30 13 08 44 30 13 08 60 00 7b
		1e f0 f5 aa 01 ae 23 84 00 b4 74


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,203398157,17213632:1001,16777343:65174,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,Unknown,472,203398157,17213632:1001,16777343:65174,65535,-1,0,0,
Rcv,Nrm,    4,    2,ID_INTERNAL_PING,40,203398158,17213632:1001,16777343:65174,65535,0,0,-1,
Rcv,Nrm,    5,    2,ID_CONNECTED_PONG,72,203398158,17213632:1001,16777343:65174,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,203398181,17213632:1001,16777343:65174,65535,0,0,-1,
Rcv,Nrm,    7,    3,Unknown,7672,203398181,17213632:1001,16777343:65174,65535,0,0,-1,
Snd,Nrm,4294967295,    6,ID_CONNECTED_PONG,72,203398181,17213632:1001,16777343:65174,65535,-1,0,-1,
data in bytes:
